一	横
匝	横,竖,横折钩,竖,竖弯
匠	横,撇,撇,横,竖,竖弯
匡	横,横,横,竖,横,竖弯
匣	横,竖,横折,横,横,竖,竖弯
匦	横,横,撇折,竖,提,撇,横斜钩,竖弯
匪	横,竖,横,横,横,竖,横,横,横,竖弯
匮	横,竖,横折,横,竖,横,竖,横折,撇,点,竖弯
匹	横,撇,竖弯钩,竖弯
区	横,撇,点,竖弯
医	横,撇,横,横,撇,点,竖弯
匼	
匾	横,点,横折,横,撇,竖,横折钩,横,竖,竖,竖弯
匿	横,横,竖,竖,横,撇,竖,横折,横,竖弯
十	横,竖
千	撇,横,竖
卅	横,撇,竖,竖
升	撇,横,撇,竖
午	撇,横,横,竖
卉	横,竖,横,撇,竖
半	点,撇,横,横,竖
华	撇,竖,撇,竖弯钩,横,竖
协	横,竖,横折钩,撇,点2,点
卑	撇,竖,横折,横,横,撇,横,竖
卒	点,横,撇,点,撇,点,横,竖
卓	竖,横,竖,横折,横,横,横,竖
单	点,撇,竖,横折,横,横,横,竖
卖	横,竖,横撇|横钩,点,点,横,撇,点
南	横,竖,竖,横折钩,点,撇,横,横,竖
博	横,竖,横,竖,横折,横,横,竖,点,横,竖钩,点
卜	竖,点
卞	点,横,竖,点
卟	竖,横折,横,竖,点
占	竖,横,竖,横折,横
卡	竖,横,横,竖,点
卢	竖,横,横折,横,撇
卣	竖,横,竖,横折,横折,横,横
卤	竖,横,竖,横折,撇,点,横
卦	横,竖,横,横,竖,提,竖,点
卧	横,竖,横折,横,竖,竖弯,竖,点
卫	横折钩,竖,横
卬	
卮	撇,撇,横,横折钩,竖弯钩
卯	撇,竖提,撇,横折钩,竖
印	撇,竖提,横,横折钩,竖
危	撇,横撇|横钩,横,撇,横折钩,竖弯钩
即	横折,横,横,竖提,点,横折钩,竖
却	横,竖,横,撇折,点,横折钩,竖
卵	撇,竖提,点,撇,横折钩,竖,点
卷	点,撇,横,横,撇,捺,横折钩,竖弯钩
卸	撇,横,横,竖,横,竖,提,横折钩,竖
卺	横撇|横钩,竖钩,横撇|横钩,撇,捺,横,横折钩,竖弯钩
卿	撇,竖提,撇,横折,横,横,竖提,点,横折钩,竖
厂	横,撇
厄	横,撇,横折钩,竖弯钩
厅	横,撇,横,竖钩
历	横,撇,横折钩,撇
厉	横,撇,横,横折钩,撇
压	横,撇,横,竖,横,点
厌	横,撇,横,撇,捺,点
厍	横,撇,横,撇折,横,竖
厕	横,撇,竖,横折,撇,点,竖,竖钩
厖	
厘	横,撇,竖,横折,横,横,竖,横,横
厚	横,撇,竖,横折,横,横,横撇|横钩,竖钩,横
厝	横,撇,横,竖,竖,横,竖,横折,横,横
原	横,撇,撇,竖,横折,横,横,竖钩,撇,点
厢	横,撇,横,竖,撇,点,竖,横折,横,横,横
厣	横,撇,横,撇,捺,点,竖,横折,横,横,竖
厥	横,撇,点,撇,横,竖弯,竖,撇,撇,横撇|横钩,撇,捺
厦	横,撇,横,撇,竖,横折,横,横,横,撇,横撇|横钩,捺
厨	横,撇,横,竖,横折,横,点,撇,提,横,竖钩,点
厩	横,撇,横折,横,横,竖提,点,横,撇折,撇,竖弯钩
厮	横,撇,横,竖,竖,横,横,横,撇,点,撇,撇,横,竖
去	横,竖,横,撇折,点
厾	
县	竖,横折,横,横,横,撇折,点
叁	撇折,点,横,撇,捺,横,横,横
参	撇折,点,横,撇,捺,撇,撇,撇
叆	
叇	
又	横撇|横钩,捺
叉	横撇|横钩,捺,点
及	撇,横折折撇,捺
友	横,撇,横撇|横钩,捺
双	横撇|横钩,点,横撇|横钩,捺
反	撇,撇,横撇|横钩,捺
发	撇折,撇,横撇|横钩,捺,点
叔	竖,横,横,竖钩,撇,点,横撇|横钩,捺
叕	横撇|横钩,点,横撇|横钩,点,横撇|横钩,点,横撇|横钩,捺
取	横,竖,竖,横,横,提,横撇|横钩,捺
受	撇,点,点,撇,点2,横撇|横钩,横撇|横钩,捺
变	点,横,竖,竖,撇,点,横撇|横钩,捺
叙	撇,点,横,横,竖钩,撇,点,横撇|横钩,捺
叚	
叛	点,撇,横,横,撇,撇,撇,横撇|横钩,捺
叟	撇,竖,横,横折,横,横,竖,横撇|横钩,捺
叠	横撇|横钩,点,横撇|横钩,点,横撇|横钩,点,点2,横撇|横钩,竖,横折,横,横,横
口	竖,横折,横
古	横,竖,竖,横折,横
句	撇,横折钩,竖,横折,横
另	竖,横折,横,横折钩,撇
叨	竖,横折,横,横折钩,撇
叩	竖,横折,横,横折钩,竖
只	竖,横折,横,撇,点
叫	竖,横折,横,竖提,竖
召	横折钩,撇,竖,横折,横
叭	竖,横折,横,撇,捺
叮	竖,横折,横,横,竖钩
可	横,竖,横折,横,竖钩
台	撇折,点,竖,横折,横
叱	竖,横折,横,撇,竖弯钩
史	竖,横折,横,撇,捺
右	横,撇,竖,横折,横
叵	横,竖,横折,横,竖弯
叶	竖,横折,横,横,竖
号	竖,横折,横,横,竖折折钩
司	横折钩,横,竖,横折,横
叹	竖,横折,横,横撇|横钩,捺
叻	竖,横折,横,横折钩,撇
叼	竖,横折,横,横折钩,提
叽	竖,横折,横,撇,横斜钩
吁	竖,横折,横,横,横,竖钩
吃	竖,横折,横,撇,横,横斜钩
各	撇,横撇|横钩,捺,竖,横折,横
吆	竖,横折,横,撇折,撇折,点
合	撇,捺,横,竖,横折,横
吉	横,竖,横,竖,横折,横
吊	竖,横折,横,竖,横折钩,竖
同	竖,横折钩,横,竖,横折,横
名	撇,横撇|横钩,点,竖,横折,横
后	撇,撇,横,竖,横折,横
吏	横,竖,横折,横,撇,捺
吐	竖,横折,横,横,竖,横
向	撇,竖,横折钩,竖,横折,横
吒	竖,横折,横,撇,横,竖弯钩
吓	竖,横折,横,横,竖,点
吕	竖,横折,横,竖,横折,横
吖	竖,横折,横,点,撇,竖
吗	竖,横折,横,横折,竖折折钩,横
君	横折,横,横,撇,竖,横折,横
吝	点,横,撇,捺,竖,横折,横
吞	横,横,撇,捺,竖,横折,横
吟	竖,横折,横,撇,捺,点,横撇|横钩
吠	竖,横折,横,横,撇,捺,点
吡	竖,横折,横,横,竖提,撇,竖弯钩
吣	竖,横折,横,点2,斜钩|卧钩,点,点
否	横,撇,竖,点,竖,横折,横
吧	竖,横折,横,横折,竖,横,竖弯钩
吨	竖,横折,横,横,竖弯,竖,竖弯钩
吩	竖,横折,横,撇,捺,横折钩,撇
含	撇,捺,点,横撇|横钩,竖,横折,横
听	竖,横折,横,撇,撇,横,竖
吭	竖,横折,横,点,横,撇,横斜钩
吮	竖,横折,横,撇折,点,撇,竖弯钩
启	点,横折,横,撇,竖,横折,横
吱	竖,横折,横,横,竖,横撇|横钩,捺
吲	竖,横折,横,横折,横,竖折折钩,竖
吴	竖,横折,横,横,横,撇,捺
吵	竖,横折,横,竖,撇,点,撇
吸	竖,横折,横,撇,横折折撇,捺
吹	竖,横折,横,撇,横撇|横钩,撇,捺
吻	竖,横折,横,撇,横折钩,撇,撇
吼	竖,横折,横,横撇|横钩,竖钩,提,竖弯钩
吽	
吾	横,竖,横折,横,竖,横折,横
呀	竖,横折,横,横,撇折,竖钩,撇
呃	竖,横折,横,横,撇,横折钩,竖弯钩
呆	竖,横折,横,横,竖,撇,捺
呇	
呈	竖,横折,横,横,横,竖,横
告	撇,横,竖,横,竖,横折,横
呋	竖,横折,横,横,横,撇,捺
呐	竖,横折,横,竖,横折钩,撇,点
呒	竖,横折,横,横,横,撇,竖弯钩
呓	竖,横折,横,横,竖,竖,横斜钩
呔	竖,横折,横,横,撇,捺,点
呕	竖,横折,横,横,撇,点,竖弯
呖	竖,横折,横,横,撇,横折钩,撇
呗	竖,横折,横,竖,横折,撇,点
员	竖,横折,横,竖,横折,撇,点
呙	竖,横折,横,竖,横折钩,撇,点
呛	竖,横折,横,撇,捺,横折钩,竖弯钩
呜	竖,横折,横,撇,横折钩,竖折折钩,横
呢	竖,横折,横,横折,横,撇,撇,竖弯钩
呣	
呤	竖,横折,横,撇,捺,点,横撇|横钩,点
呦	竖,横折,横,撇折,撇折,点,横折钩,撇
周	撇,横折钩,横,竖,横,竖,横折,横
呱	竖,横折,横,撇,撇,竖提,点,捺
呲	竖,横折,横,竖,横,竖,提,撇,竖弯钩
味	竖,横折,横,横,横,竖,撇,捺
呵	竖,横折,横,横,竖,横折,横,竖钩
呶	竖,横折,横,撇点,撇,横,横撇|横钩,捺
呷	竖,横折,横,竖,横折,横,横,竖
呸	竖,横折,横,横,撇,竖,点,横
呻	竖,横折,横,竖,横折,横,横,竖
呼	竖,横折,横,撇,点,撇,横,竖钩
命	撇,捺,横,竖,横折,横,横折钩,竖
咀	竖,横折,横,竖,横折,横,横,横
咂	竖,横折,横,横,竖,横折钩,竖,竖弯
咄	竖,横折,横,竖弯,竖,竖,竖弯,竖
咆	竖,横折,横,撇,横折钩,横折,横,竖弯钩
咇	
咉	
咋	竖,横折,横,撇,横,竖,横,横
和	撇,横,竖,撇,点,竖,横折,横
咍	
咎	撇,横撇|横钩,捺,竖,点,竖,横折,横
咏	竖,横折,横,点,横折钩,横撇|横钩,撇,捺
咐	竖,横折,横,撇,竖,横,竖钩,点
咒	竖,横折,横,竖,横折,横,撇,横斜钩
咔	竖,横折,横,竖,横,横,竖,点
咕	竖,横折,横,横,竖,竖,横折,横
咖	竖,横折,横,横折钩,撇,竖,横折,横
咙	竖,横折,横,横,撇,竖弯钩,撇,点
咚	竖,横折,横,撇,横撇|横钩,捺,点,点
咛	竖,横折,横,点,点2,横撇|横钩,横,竖钩
咝	竖,横折,横,撇折,撇折,撇折,撇折,横
咡	
咣	竖,横折,横,竖,点,撇,横,撇,竖弯钩
咤	竖,横折,横,点,点2,横撇|横钩,撇,横,竖弯钩
咥	
咦	竖,横折,横,横,横折,横,竖折折钩,撇,捺
咧	竖,横折,横,横,撇,横撇|横钩,点,竖,竖钩
咨	点,提,撇,横撇|横钩,撇,捺,竖,横折,横
咩	竖,横折,横,点,撇,横,横,横,竖
咪	竖,横折,横,点,撇,横,竖,撇,捺
咫	横折,横,撇,捺,竖,横折,横,撇,点
咬	竖,横折,横,点,横,撇,点,撇,捺
咯	竖,横折,横,撇,横撇|横钩,捺,竖,横折,横
咱	竖,横折,横,撇,竖,横折,横,横,横
咳	竖,横折,横,点,横,撇折,撇,撇,点
咴	竖,横折,横,横,撇,点2,撇,撇,捺
咸	横,撇,横,竖,横折,横,斜钩|卧钩,撇,点
咺	
咻	竖,横折,横,撇,竖,横,竖,撇,捺
咽	竖,横折,横,竖,横折,横,撇,点,横
咿	竖,横折,横,撇,竖,横折,横,横,撇
哀	点,横,竖,横折,横,撇,竖提,撇,捺
品	竖,横折,横,竖,横折,横,竖,横折,横
哂	竖,横折,横,横,竖,横折,撇,竖弯,横
哃	
哄	竖,横折,横,横,竖,竖,横,撇,点
哆	竖,横折,横,撇,横撇|横钩,点,撇,横撇|横钩,点
哇	竖,横折,横,横,竖,横,横,竖,横
哈	竖,横折,横,撇,捺,横,竖,横折,横
哉	横,竖,横,竖,横折,横,斜钩|卧钩,撇,点
哌	竖,横折,横,撇,撇,撇,竖提,撇,捺
响	竖,横折,横,撇,竖,横折钩,竖,横折,横
哎	竖,横折,横,横,竖,竖,撇,捺
哏	竖,横折,横,横折,横,横,竖提,撇,捺
哐	竖,横折,横,横,横,横,竖,横,竖弯
哑	竖,横折,横,横,竖,竖,点,撇,横
哒	竖,横折,横,横,撇,点,点,横折折撇,捺
哓	竖,横折,横,横,斜钩|卧钩,撇,横,撇,竖弯钩
哔	竖,横折,横,横,竖提,撇,竖弯钩,横,竖
哕	竖,横折,横,竖,竖弯,竖,撇,横撇|横钩,点
哗	竖,横折,横,撇,竖,撇,竖弯钩,横,竖
哙	竖,横折,横,撇,捺,横,横,撇折,点
哚	竖,横折,横,撇,横折折|横折弯,横,竖,撇,捺
哝	竖,横折,横,点2,横撇|横钩,撇,竖提,撇,捺
哞	竖,横折,横,撇折,点,撇,横,横,竖
哟	竖,横折,横,撇折,撇折,提,撇,横折钩,点
哢	竖,横折,横,横,横,竖,横,横,撇,竖
哥	横,竖,横折,横,竖,横,竖,横折,横,竖钩
哦	竖,横折,横,撇,横,竖钩,提,斜钩|卧钩,撇,点
哧	竖,横折,横,横,竖,横,撇,竖钩,撇,点
哨	竖,横折,横,竖,点,撇,竖,横折钩,横,横
哩	竖,横折,横,竖,横折,横,横,竖,横,横
哪	竖,横折,横,横折钩,横,横,撇,横折折折钩|横撇弯钩,竖
哭	竖,横折,横,竖,横折,横,横,撇,捺,点
哮	竖,横折,横,横,竖,横,撇,横撇|横钩,竖钩,横
哱	
哲	横,竖钩,提,撇,撇,横,竖,竖,横折,横
哳	竖,横折,横,横,竖钩,提,撇,撇,横,竖
哺	竖,横折,横,横,竖,横折钩,横,横,竖,点
哼	竖,横折,横,点,横,竖,横折,横,横撇|横钩,竖钩
哽	竖,横折,横,横,竖,横折,横,横,撇,捺
哿	横折钩,撇,竖,横折,横,横,竖,横折,横,竖钩
唁	竖,横折,横,点,横,横,横,竖,横折,横
唆	竖,横折,横,撇折,点,撇,点,撇,横撇|横钩,捺
唇	横,撇,横,横,竖提,撇,捺,竖,横折,横
唉	竖,横折,横,撇折,点,撇,横,横,撇,捺
唏	竖,横折,横,撇,点,横,撇,竖,横折钩,竖
唐	点,横,撇,横折,横,横,竖,竖,横折,横
唑	竖,横折,横,撇,点,撇,点,横,竖,横
唔	竖,横折,横,横,竖,横折,横,竖,横折,横
唛	竖,横折,横,横,横,竖,横,撇,横撇|横钩,捺
唝	
唠	竖,横折,横,横,竖,竖,点2,横撇|横钩,横折钩,撇
唢	竖,横折,横,竖,点,撇,竖,横折,撇,点
唣	竖,横折,横,撇,竖,横折,横,横,横,竖弯钩
唤	竖,横折,横,撇,横撇|横钩,竖,横折,横,撇,捺
唧	竖,横折,横,横折,横,横,竖提,点,横折钩,竖
唪	竖,横折,横,横,横,横,撇,捺,横,横,竖
唬	竖,横折,横,竖,横,横撇|横钩,撇,横,竖弯钩,撇,横斜钩
售	撇,竖,点,横,横,横,竖,横,竖,横折,横
唯	竖,横折,横,撇,竖,点,横,横,横,竖,横
唰	竖,横折,横,横折,横,撇,竖,横折钩,竖,竖,竖钩
唱	竖,横折,横,竖,横折,横,横,竖,横折,横,横
唳	竖,横折,横,点,横折,横,撇,横,撇,捺,点
唵	
唷	竖,横折,横,点,横,撇折,点,竖,横折钩,横,横
唼	竖,横折,横,点,横,点,撇,横,撇点,撇,横
唾	竖,横折,横,撇,横,竖,横,竖,竖,横,横
唿	竖,横折,横,撇,横折钩,撇,撇,点2,斜钩|卧钩,点,点
啁	竖,横折,横,撇,横折钩,横,竖,横,竖,横折,横
啃	竖,横折,横,竖,横,竖,横,竖,横折钩,横,横
啄	竖,横折,横,横,撇,弯钩,撇,撇,点,撇,捺
商	点,横,点,撇,竖,横折钩,撇,点,竖,横折,横
啉	竖,横折,横,横,竖,撇,点,横,竖,撇,捺
啊	竖,横折,横,横折折折钩|横撇弯钩,竖,横,竖,横折,横,竖钩
啐	竖,横折,横,点,横,撇,点,撇,点,横,竖
啕	竖,横折,横,撇,横折钩,撇,横,横,竖,竖弯,竖
啖	竖,横折,横,点2,撇,撇,点,点2,撇,撇,捺
啜	竖,横折,横,横撇|横钩,点,横撇|横钩,点,横撇|横钩,点,横撇|横钩,捺
啡	竖,横折,横,竖,横,横,横,竖,横,横,横
啤	竖,横折,横,撇,竖,横折,横,横,撇,横,竖
啥	竖,横折,横,撇,捺,横,横,竖,竖,横折,横
啦	竖,横折,横,横,竖钩,提,点,横,点,撇,横
啧	竖,横折,横,横,横,竖,横,竖,横折,撇,点
啪	竖,横折,横,横,竖钩,提,撇,竖,横折,横,横
啫	
啬	横,竖,点,撇,横,竖,横折,竖,横折,横,横
啭	竖,横折,横,横,撇折,竖,提,横,横,竖折撇|竖折折,点
啮	竖,横折,横,竖,横,竖,横,撇,点,竖弯,竖
啰	竖,横折,横,竖,横折,竖,竖,横,撇,横撇|横钩,点
啴	
啵	竖,横折,横,点,点,提,横撇|横钩,撇,竖,横撇|横钩,捺
啶	竖,横折,横,点,点2,横撇|横钩,横,竖,横,撇,捺
啷	竖,横折,横,点,横折,横,横,竖提,点,横折折折钩|横撇弯钩,竖
啸	竖,横折,横,横折,横,横,竖,撇,竖,撇,点
啻	点,横,点,撇,点2,横撇|横钩,竖,横折钩,竖,竖,横折,横
啼	竖,横折,横,点,横,点,撇,点2,横撇|横钩,竖,横折钩,竖
啾	竖,横折,横,撇,横,竖,撇,点,点2,撇,撇,捺
喀	竖,横折,横,点,点2,横撇|横钩,撇,横撇|横钩,捺,竖,横折,横
喁	竖,横折,横,竖,横折,横,横,竖,横折钩,竖,提,点
喂	竖,横折,横,竖,横折,横,竖,横,横,竖提,撇,捺
喃	竖,横折,横,横,竖,竖,横折钩,点,撇,横,横,竖
善	点,撇,横,横,横,竖,点,撇,横,竖,横折,横
喆	横,竖,横,竖,横折,横,横,竖,横,竖,横折,横
喇	竖,横折,横,横,竖,横折,横,竖,撇,点,竖,竖钩
喈	竖,横折,横,横,竖提,撇,竖弯钩,撇,竖,横折,横,横
喉	竖,横折,横,撇,竖,横折,横,撇,横,横,撇,捺
喊	竖,横折,横,横,撇,横,竖,横折,横,斜钩|卧钩,撇,点
喋	竖,横折,横,横,竖,竖,横,竖弯,横,竖,撇,捺
喏	竖,横折,横,横,竖,竖,横,撇,竖,横折,横
喑	竖,横折,横,点,横,点,撇,横,竖,横折,横,横
喔	竖,横折,横,横折,横,撇,横,撇折,点,横,竖,横
喘	竖,横折,横,竖,竖弯,竖,横,撇,竖,横折钩,竖,竖
喙	竖,横折,横,撇折,横撇|横钩,横,撇,弯钩,撇,撇,撇,捺
喜	横,竖,横,竖,横折,横,点,撇,横,竖,横折,横
喝	竖,横折,横,竖,横折,横,横,撇,横折钩,撇,点,竖弯
喟	竖,横折,横,竖,横折,横,竖,横,竖,横折钩,横,横
喤	
喧	竖,横折,横,点,点2,横撇|横钩,横,竖,横折,横,横,横
喱	竖,横折,横,横,撇,竖,横折,横,横,竖,横,横
喳	竖,横折,横,横,竖,撇,捺,竖,横折,横,横,横
喵	竖,横折,横,横,竖,竖,竖,横折,横,竖,横
喷	竖,横折,横,横,竖,横,竖,竖,竖,横折,撇,点
喹	竖,横折,横,横,撇,捺,横,竖,横,横,竖,横
喻	竖,横折,横,撇,捺,横,竖,横折钩,横,横,竖,竖钩
喽	竖,横折,横,点,撇,横,竖,撇,捺,撇点,撇,横
喾	点,点,撇,点2,横撇|横钩,撇,横,竖,横,竖,横折,横
嗄	竖,横折,横,横,撇,竖,横折,横,横,横,撇,横撇|横钩,捺
嗅	竖,横折,横,撇,竖,横折,横,横,横,横,撇,捺,点
嗉	竖,横折,横,横,横,竖,横,撇折,撇折,点,竖钩,撇,点
嗌	竖,横折,横,点,撇,横,撇,点,竖,横折,竖,竖,横
嗍	竖,横折,横,点,撇,横,竖弯,竖,撇,撇,横折钩,横,横
嗐	
嗑	竖,横折,横,横,竖,横,撇折,点,竖,横折,竖,竖,横
嗒	竖,横折,横,横,竖,竖,撇,捺,横,竖,横折,横
嗓	竖,横折,横,横撇|横钩,点,横撇|横钩,点,横撇|横钩,点,横,竖,撇,捺
嗔	竖,横折,横,横,竖,竖,横折,横,横,横,横,撇,点
嗖	竖,横折,横,撇,竖,横,横折,横,横,竖,横撇|横钩,捺
嗜	竖,横折,横,横,竖,横,撇,撇,竖弯钩,竖,横折,横,横
嗝	竖,横折,横,横,竖,横折,横,竖,横折钩,点,撇,横,竖
嗞	竖,横折,横,点,撇,横,撇折,撇折,点,撇折,撇折,点
嗟	竖,横折,横,点,撇,横,横,横,撇,横,竖,横
嗡	竖,横折,横,撇,捺,撇折,点,横折钩,点,提,横折钩,点,提
嗣	竖,横折,横,竖,横折钩,横,竖,竖,横折钩,横,竖,横折,横
嗤	竖,横折,横,竖弯,竖,竖,横,竖,横折,横,竖,横,点
嗥	竖,横折,横,撇,竖,横折,横,横,横,撇,捺,横,竖
嗦	竖,横折,横,横,竖,点2,横撇|横钩,撇折,撇折,点,竖钩,撇,点
嗨	竖,横折,横,点,点,提,撇,横,竖弯,横折钩,点,横,点
嗪	竖,横折,横,横,横,横,撇,捺,撇,横,竖,撇,点
嗫	竖,横折,横,横,竖,竖,横,横,横,横撇|横钩,点,横撇|横钩,捺
嗬	竖,横折,横,横,竖,竖,撇,竖,横,竖,横折,横,竖钩
嗯	竖,横折,横,竖,横折,横,撇,点,横,点2,斜钩|卧钩,点,点
嗲	竖,横折,横,撇,点,撇,捺,撇,横撇|横钩,点,撇,横撇|横钩,点
嗳	竖,横折,横,撇,点,点,撇,点2,横撇|横钩,横,撇,横撇|横钩,捺
嗵	竖,横折,横,横撇|横钩,点,竖,横折钩,横,横,竖,点,横折折撇,捺
嗷	竖,横折,横,横,横,竖,横,横折钩,撇,撇,横,撇,捺
嗽	竖,横折,横,横,竖,横折,横,竖,撇,点,撇,横撇|横钩,撇,捺
嗾	竖,横折,横,点,横,横折钩,撇,撇,横,撇,横,横,撇,捺
嘀	竖,横折,横,点,横,点,撇,竖,横折钩,横,竖,竖,横折,横
嘁	竖,横折,横,横,撇,竖,横,横,竖钩,撇,点,斜钩|卧钩,撇,点
嘈	竖,横折,横,横,竖,横折,横,竖,竖,横,竖,横折,横,横
嘉	横,竖,横,竖,横折,横,点,撇,横,横折钩,撇,竖,横折,横
嘌	竖,横折,横,横,竖,横折,竖,竖,横,横,横,竖钩,撇,点
嘎	竖,横折,横,横,撇,竖,横折,横,横,横,横,斜钩|卧钩,撇,点
嘏	横,竖,竖,横折,横,横折,横,竖,横,横,横折,横,横撇|横钩,捺
嘘	竖,横折,横,竖,横,横撇|横钩,撇,横,竖弯钩,竖,竖,点,撇,横
嘚	竖,横折,横,撇,撇,竖,竖,横折,横,横,横,横,竖钩,点
嘛	竖,横折,横,点,横,撇,横,竖,撇,点,横,竖,撇,捺
嘞	竖,横折,横,横,竖,竖,横,竖,横折,横,横,竖,横折钩,撇
嘟	竖,横折,横,横,竖,横,撇,竖,横折,横,横,横折折折钩|横撇弯钩,竖
嘡	
嘣	竖,横折,横,竖,竖弯,竖,撇,横折钩,横,横,撇,横折钩,横,横
嘤	竖,横折,横,竖,横折,撇,点,竖,横折,撇,点,撇点,撇,横
嘧	竖,横折,横,点,点2,横撇|横钩,点2,斜钩|卧钩,点,撇,点,竖,竖弯,竖
嘬	竖,横折,横,竖,横折,横,横,横,竖,竖,横,横,提,横撇|横钩,捺
嘭	竖,横折,横,横,竖,横,竖,横折,横,点,撇,提,撇,撇,撇
嘱	竖,横折,横,横折,横,撇,撇,竖,横折,横,竖,横折钩,竖,提,点
嘲	竖,横折,横,横,竖,竖,横折,横,横,横,竖,撇,横折钩,横,横
嘴	竖,横折,横,竖,横,竖,提,撇,竖弯钩,撇,横撇|横钩,撇,横折钩,横,横,竖
嘶	竖,横折,横,横,竖,竖,横,横,横,撇,点,撇,撇,横,竖
嘹	竖,横折,横,横,撇,捺,点,撇,竖,横折,横,横,竖钩,撇,点
嘻	竖,横折,横,横,竖,横,竖,横折,横,点,撇,横,竖,横折,横
嘿	竖,横折,横,竖,横折,点,撇,横,竖,横,横,点2,点,点,点
噀	
噂	
噇	
噌	竖,横折,横,点,撇,竖,横折,竖,点,撇,横,竖,横折,横,横
噍	竖,横折,横,撇,竖,点,横,横,横,竖,横,点2,点,点,点
噎	竖,横折,横,横,竖,横,点2,横撇|横钩,横,竖,横折,横,点,撇,横
噔	竖,横折,横,横撇|横钩,点,撇,撇,捺,横,竖,横折,横,点,撇,横
噗	竖,横折,横,竖,竖,点,撇,横,点,撇,横,横,横,撇,捺
噘	竖,横折,横,横,撇,点,撇,横,竖弯,竖,撇,撇,横撇|横钩,撇,捺
噙	竖,横折,横,撇,捺,点,横,撇,点,竖弯,竖,竖,横折钩,撇折,点
噜	竖,横折,横,撇,横撇|横钩,竖,横折,横,竖,横,横,竖,横折,横,横
噢	竖,横折,横,撇,竖,横折,点,撇,横,竖,撇,点,横,撇,捺
噤	竖,横折,横,横,竖,撇,点,横,竖,撇,捺,横,横,竖钩,撇,点
器	竖,横折,横,竖,横折,横,横,撇,捺,点,竖,横折,横,竖,横折,横
噩	横,竖,竖,横折,横,竖,横折,横,横,竖,横折,横,竖,横折,横,横
噪	竖,横折,横,竖,横折,横,竖,横折,横,竖,横折,横,横,竖,撇,捺
噫	竖,横折,横,点,横,点,撇,横,竖,横折,横,横,点2,斜钩|卧钩,点,点
噬	竖,横折,横,撇,横,点,撇,横,点,横,竖,撇,点,撇,点,横
噱	竖,横折,横,竖,横,横撇|横钩,撇,横,竖弯钩,横,撇,弯钩,撇,撇,撇,捺
噶	竖,横折,横,横,竖,竖,竖,横折,横,横,撇,横折钩,撇,点,竖弯
噻	竖,横折,横,点,点2,横撇|横钩,横,横,竖,竖,横,撇,捺,横,竖,横
噼	竖,横折,横,横折,横,撇,竖,横折,横,点,横,点,撇,横,横,竖
嚄	
嚅	竖,横折,横,横,点2,横撇|横钩,竖,点,点,点,点,横,撇,竖,横折钩,竖,竖
嚆	竖,横折,横,横,竖,竖,点,横,竖,横折,横,竖,横折钩,竖,横折,横
嚎	竖,横折,横,点,横,竖,横折,横,点2,横撇|横钩,横,撇,弯钩,撇,撇,撇,捺
嚏	竖,横折,横,横,竖,点2,横撇|横钩,竖,横折,横,竖,横,横撇|横钩,竖,横,撇,捺
嚓	竖,横折,横,点,点2,横撇|横钩,撇,横撇|横钩,点,点,横撇|横钩,捺,横,横,竖钩,撇,点
嚚	
嚣	竖,横折,横,竖,横折,横,横,撇,竖,横折,撇,点,竖,横折,横,竖,横折,横
嚭	
嚯	竖,横折,横,横,点2,横撇|横钩,竖,点,点,点,点,撇,竖,点,横,横,横,竖,横
嚷	竖,横折,横,点,横,竖,横折,横,竖,横折,横,横,横,竖,竖,横,撇,竖提,撇,捺
嚼	竖,横折,横,撇,点,点,撇,竖,横折,竖,竖,横,横折,横,横,竖提,点,横,竖钩,点
囊	横,竖,横折,横,竖,点2,横撇|横钩,竖,横折,横,竖,横折,横,横,横,竖,竖,横,撇,竖提,撇,捺
囔	竖,横折,横,横,竖,横折,横,竖,点2,横撇|横钩,竖,横折,横,竖,横折,横,横,横,竖,竖,横,撇,竖提,撇,捺
囚	竖,横折,撇,点,横
四	竖,横折,撇,竖弯,横
回	竖,横折,竖,横折,横,横
囟	撇,竖,横折,撇,点,横
因	竖,横折,横,撇,点,横
囡	竖,横折,撇点,撇,横,横
