一	横
嵋	竖,竖弯,竖,横折,竖,横,撇,竖,横折,横,横,横
嵌	竖,竖弯,竖,横,竖,竖,横,横,撇,横撇|横钩,撇,捺
嵎	
嵖	
嵘	竖,竖弯,竖,横,竖,竖,点2,横撇|横钩,横,竖,撇,捺
嵚	
嵛	竖,竖弯,竖,撇,捺,横,竖,横折钩,横,横,竖,竖钩
嵝	竖,竖弯,竖,点,撇,横,竖,撇,捺,撇点,撇,横
嵩	竖,竖弯,竖,点,横,竖,横折,横,竖,横折钩,竖,横折,横
嵫	竖,竖弯,竖,点,撇,横,撇折,撇折,点,撇折,撇折,点
嵬	竖,竖弯,竖,撇,竖,横折,横,横,撇,竖弯钩,撇折,点
嵯	竖,竖弯,竖,点,撇,横,横,横,撇,横,竖,横
嵲	
嵴	竖,竖弯,竖,点,提,撇,点,撇,捺,竖,横折钩,横,横
嶂	竖,竖弯,竖,点,横,点,撇,横,竖,横折,横,横,横,竖
嶅	
嶍	
嶒	
嶓	
嶙	竖,竖弯,竖,点,撇,横,竖,撇,捺,撇,横撇|横钩,点,横,撇折,竖
嶝	竖,竖弯,竖,横撇|横钩,点,撇,撇,捺,横,竖,横折,横,点,撇,横
嶟	
嶦	
嶲	
嶷	竖,竖弯,竖,撇,竖弯钩,撇,横,横,撇,点,横撇|横钩,点,横撇|横钩,竖,横,撇,捺
巅	竖,竖弯,竖,横,竖,竖,横折,横,横,横,横,撇,点,横,撇,竖,横折,撇,点
巇	
巉	
巍	竖,竖弯,竖,撇,横,竖,撇,点,撇点,撇,横,撇,竖,横折,横,横,撇,竖弯钩,撇折,点
川	撇,竖,竖
州	点2,撇,点,竖,点,竖
巡	撇点,撇点,撇点,点,横折折撇,捺
巢	撇点,撇点,撇点,竖,横折,横,横,横,竖,撇,捺
工	横,竖,横
左	横,撇,横,竖,横
巧	横,竖,提,横,竖折折钩
巨	横,横折,横,竖弯
巩	横,竖,提,撇,横斜钩,点
巫	横,竖,撇,点,撇,点,横
差	点,撇,横,横,横,撇,横,竖,横
巯	横撇|横钩,点,横,竖,提,点,横,撇折,点,撇,竖,竖弯钩
己	横折,横,竖弯钩
已	横折,横,竖弯钩
巳	横折,横,竖弯钩
巴	横折,竖,横,竖弯钩
巷	横,竖,竖,横,撇,捺,横折,横,竖弯钩
巽	横折,横,竖弯钩,横折,横,竖弯钩,横,竖,竖,横,撇,点
巾	竖,横折钩,竖
币	撇,竖,横折钩,竖
市	点,横,竖,横折钩,竖
布	横,撇,竖,横折钩,竖
帅	竖,撇,竖,横折钩,竖
帆	竖,横折钩,竖,撇,横斜钩,点
师	竖,撇,横,竖,横折钩,竖
希	撇,点,横,撇,竖,横折钩,竖
帏	竖,横折钩,竖,横,横,横折钩,竖
帐	竖,横折钩,竖,撇,横,竖提,捺
帑	撇点,撇,横,横撇|横钩,捺,竖,横折钩,竖
帔	竖,横折钩,竖,横撇|横钩,撇,竖,横撇|横钩,捺
帕	竖,横折钩,竖,撇,竖,横折,横,横
帖	竖,横折钩,竖,竖,横,竖,横折,横
帘	点,点2,横撇|横钩,撇,点,竖,横折钩,竖
帙	竖,横折钩,竖,撇,横,横,撇,捺
帚	横折,横,横,点2,横撇|横钩,竖,横折钩,竖
帛	撇,竖,横折,横,横,竖,横折钩,竖
帜	竖,横折钩,竖,竖,横折,横,撇,点
帝	点,横,点,撇,点2,横撇|横钩,竖,横折钩,竖
帡	
带	横,竖,竖,竖,点2,横撇|横钩,竖,横折钩,竖
帧	竖,横折钩,竖,竖,横,竖,横折,撇,点
帨	
席	点,横,撇,横,竖,竖,横,竖,横折钩,竖
帮	横,横,横,撇,横折折折钩|横撇弯钩,竖,竖,横折钩,竖
帱	竖,横折钩,竖,横,横,横,撇,横,竖钩,点
帷	竖,横折钩,竖,撇,竖,点,横,横,横,竖,横
常	竖,点,撇,点2,横撇|横钩,竖,横折,横,竖,横折钩,竖
帻	竖,横折钩,竖,横,横,竖,横,竖,横折,撇,点
帼	竖,横折钩,竖,竖,横折,横,横,竖,横,点,横
帽	竖,横折钩,竖,竖,横折,横,横,竖,横折,横,横,横
幂	点2,横撇|横钩,竖,横折,横,横,横,撇,捺,竖,横折钩,竖
幄	竖,横折钩,竖,横折,横,撇,横,撇折,点,横,竖,横
幅	竖,横折钩,竖,横,竖,横折,横,竖,横折,横,竖,横
幌	竖,横折钩,竖,竖,横折,横,横,竖,点,撇,横,撇,竖弯钩
幔	竖,横折钩,竖,竖,横折,横,横,竖,横折,竖,竖,横,横撇|横钩,捺
幕	横,竖,竖,竖,横折,横,横,横,撇,捺,竖,横折钩,竖
幖	
幛	竖,横折钩,竖,点,横,点,撇,横,竖,横折,横,横,横,竖
幞	竖,横折钩,竖,竖,竖,点,撇,横,点,撇,横,横,横,撇,捺
幡	竖,横折钩,竖,撇,点,撇,横,竖,撇,捺,竖,横折,横,竖,横
幢	竖,横折钩,竖,点,横,点,撇,横,竖,横折,横,横,竖,横,横
幪	
干	横,横,竖
平	横,点,撇,横,竖
年	撇,横,横,竖,横,竖
并	点,撇,横,横,撇,竖
幸	横,竖,横,点,撇,横,横,竖
幺	撇折,撇折,点
幻	撇折,撇折,点,横折钩
幼	撇折,撇折,点,横折钩,撇
幽	竖,撇折,撇折,点,撇折,撇折,点,竖弯,竖
广	点,横,撇
庄	点,横,撇,横,竖,横
庆	点,横,撇,横,撇,捺
庇	点,横,撇,横,竖提,撇,竖弯钩
床	点,横,撇,横,竖,撇,捺
庋	点,横,撇,横,竖,横撇|横钩,捺
序	点,横,撇,横撇|横钩,点,横撇|横钩,竖钩
庐	点,横,撇,点,横折,横,撇
庑	点,横,撇,横,横,撇,竖弯钩
库	点,横,撇,横,撇折,横,竖
应	点,横,撇,点,点,撇,横
底	点,横,撇,撇,竖提,横,斜钩|卧钩,点
庖	点,横,撇,撇,横折钩,横折,横,竖弯钩
店	点,横,撇,竖,横,竖,横折,横
庙	点,横,撇,竖,横折,横,竖,横
庚	点,横,撇,横折,横,横,撇,捺
府	点,横,撇,撇,竖,横,竖钩,点
庞	点,横,撇,横,撇,竖弯钩,撇,点
废	点,横,撇,撇折,撇,横撇|横钩,捺,点
庠	点,横,撇,点,撇,横,横,横,竖
庤	
庥	点,横,撇,撇,竖,横,竖,撇,捺
度	点,横,撇,横,竖,竖,横,横撇|横钩,捺
座	点,横,撇,撇,点,撇,点,横,竖,横
庭	点,横,撇,撇,横,竖,横,横折折撇,捺
庱	
庳	点,横,撇,撇,竖,横折,横,横,撇,横,竖
庵	点,横,撇,横,撇,捺,竖,横折,横,横,竖弯钩
庶	点,横,撇,横,竖,竖,横,点2,点,点,点
康	点,横,撇,横折,横,横,竖钩,点,提,撇,捺
庸	点,横,撇,横折,横,横,竖,横折钩,横,横,竖
庹	点,横,撇,横,竖,竖,横,横折,横,撇,捺
庼	
庾	点,横,撇,撇,竖,横,横折,横,横,撇,捺
廆	
廉	点,横,撇,点,撇,横,横折,横,横,竖,竖,撇,捺
廊	点,横,撇,点,横折,横,横,竖提,点,横折折折钩|横撇弯钩,竖
廋	
廑	点,横,撇,横,竖,竖,横,竖,横折,横,横,横,竖,横
廒	点,横,撇,横,横,竖,横,横折钩,撇,撇,横,撇,捺
廓	点,横,撇,点,横,竖,横折,横,横撇|横钩,竖钩,提,横折折折钩|横撇弯钩,竖
廖	点,横,撇,横折,点,提,横折,点,提,撇,捺,撇,撇,撇
廙	
廛	点,横,撇,竖,横折,横,横,竖,横,横,撇,点,横,竖,横
廨	点,横,撇,撇,横撇|横钩,撇,横折钩,横,横,竖,横折钩,撇,撇,横,横,竖
廪	点,横,撇,点,横,竖,横折,竖,横折,横,横,横,横,竖钩,撇,点
延	撇,竖,横,竖弯,横折折撇,捺
廷	撇,横,竖,横,横折折撇,捺
建	横折,横,横,横,横,竖,横折折撇,捺
廿	横,竖,竖,横
开	横,横,撇,竖
弁	撇折,点,横,撇,竖
异	横折,横,竖弯钩,横,撇,竖
弃	点,横,撇折,点,横,撇,竖
弄	横,横,竖,横,横,撇,竖
弆	
弇	
弈	点,横,撇,竖钩,撇,点,横,撇,竖
弊	点,撇,竖,横折钩,竖,撇,点,撇,横,撇,捺,横,撇,竖
弋	横,斜钩|卧钩,点
式	横,横,竖,提,斜钩|卧钩,点
弑	撇,点,横,竖钩,撇,点,横,横,竖,提,斜钩|卧钩,点
弓	横折,横,竖折折钩
引	横折,横,竖折折钩,竖
弗	横折,横,竖折折钩,撇,竖
弘	横折,横,竖折折钩,撇折,点
弛	横折,横,竖折折钩,横折钩,竖,竖弯钩
弟	点,撇,横折,横,竖折折钩,竖,撇
张	横折,横,竖折折钩,撇,横,竖提,捺
弢	横折,横,竖折折钩,竖,竖弯,竖,横撇|横钩,捺
弥	横折,横,竖折折钩,撇,横撇|横钩,竖钩,撇,点
弦	横折,横,竖折折钩,点,横,撇折,撇折,点
弧	横折,横,竖折折钩,撇,撇,竖提,点,捺
弨	
弩	撇点,撇,横,横撇|横钩,捺,横折,横,竖折折钩
弭	横折,横,竖折折钩,横,竖,竖,横,横,横
弯	点,横,竖,竖,撇,点,横折,横,竖折折钩
弱	横折,横,竖折折钩,点,提,横折,横,竖折折钩,点,提
弶	
弸	
弹	横折,横,竖折折钩,点,撇,竖,横折,横,横,横,竖
强	横折,横,竖折折钩,竖,横折,横,竖,横折,横,竖,横,点
弼	横折,横,竖折折钩,横,撇,竖,横折,横,横,横折,横,竖折折钩
彀	横,竖,横,点2,横撇|横钩,横,横折,横,竖折折钩,撇,横折折|横折弯,横撇|横钩,捺
归	竖,撇,横折,横,横
当	竖,点,撇,横折,横,横
录	横折,横,横,竖钩,点,提,撇,捺
彖	撇折,横撇|横钩,横,撇,弯钩,撇,撇,撇,捺
彗	横,横,横,竖,横,横,横,竖,横折,横,横
彘	撇折,横撇|横钩,横,横,竖提,撇,横,横,撇,点,撇,竖弯钩
彝	撇折,横撇|横钩,横,点,撇,横,竖,撇,点,撇折,撇折,点,竖钩,撇,点,横,撇,竖
彟	
形	横,横,撇,竖,撇,撇,撇
彤	撇,横折钩,点,横,撇,撇,撇
彦	点,横,点,撇,横,撇,撇,撇,撇
彧	横,竖,横折,横,提,斜钩|卧钩,撇,撇,撇,点
彩	撇,点,点,撇,横,竖,撇,点,撇,撇,撇
彪	竖,横,横撇|横钩,撇,横,竖弯钩,撇,横斜钩,撇,撇,撇
彬	横,竖,撇,点,横,竖,撇,点,撇,撇,撇
彭	横,竖,横,竖,横折,横,点,撇,提,撇,撇,撇
彰	点,横,点,撇,横,竖,横折,横,横,横,竖,撇,撇,撇
影	竖,横折,横,横,点,横,竖,横折,横,竖钩,撇,点,撇,撇,撇
彳	
彷	撇,撇,竖,点,横,横折钩,撇
役	撇,撇,竖,撇,横折折|横折弯,横撇|横钩,捺
彻	撇,撇,竖,横,竖提,横折钩,撇
彼	撇,撇,竖,横撇|横钩,撇,竖,横撇|横钩,捺
往	撇,撇,竖,点,横,横,竖,横
征	撇,撇,竖,横,竖,横,竖,横
徂	撇,撇,竖,竖,横折,横,横,横
径	撇,撇,竖,横撇|横钩,点,横,竖,横
待	撇,撇,竖,横,竖,横,横,竖钩,点
徇	撇,撇,竖,撇,横折钩,竖,横折,横,横
很	撇,撇,竖,横折,横,横,竖提,撇,捺
徉	撇,撇,竖,点,撇,横,横,横,竖
徊	撇,撇,竖,竖,横折,竖,横折,横,横
律	撇,撇,竖,横折,横,横,横,横,竖
徐	撇,撇,竖,撇,捺,横,横,竖钩,撇,点
徒	撇,撇,竖,横,竖,横,竖,横,撇,捺
徕	撇,撇,竖,横,点,撇,横,竖,撇,捺
得	撇,撇,竖,竖,横折,横,横,横,横,竖钩,点
徘	撇,撇,竖,竖,横,横,横,竖,横,横,横
徙	撇,撇,竖,竖,横,竖,横,竖,横,撇,捺
徛	
徜	撇,撇,竖,竖,点,撇,竖,横折钩,竖,横折,横
御	撇,撇,竖,撇,横,横,竖,横,竖,提,横折钩,竖
徨	撇,撇,竖,撇,竖,横折,横,横,横,横,竖,横
循	撇,撇,竖,撇,撇,横,竖,竖,横折,横,横,横
徭	撇,撇,竖,撇,点,点,撇,撇,横,横,竖,竖弯,竖
微	撇,撇,竖,竖,竖弯,竖,横,撇,横折提,撇,横,撇,捺
徵	撇,撇,竖,竖,竖弯,竖,横,横,横,竖,横,撇,横,撇,捺
德	撇,撇,竖,横,撇,竖,横折,竖,竖,横,横,点2,斜钩|卧钩,点,点
徼	撇,撇,竖,撇,竖,横折,横,横,点,横,横折钩,撇,撇,横,撇,捺
徽	撇,撇,竖,竖,竖弯,竖,横,撇折,撇折,点,竖钩,撇,点,撇,横,撇,捺
心	点2,斜钩|卧钩,点,点
必	点2,斜钩|卧钩,点,撇,点
忆	点2,点,竖,横斜钩
忉	点2,点,竖,横折钩,撇
忌	横折,横,竖弯钩,点2,斜钩|卧钩,点,点
忍	横折钩,撇,点2,点2,斜钩|卧钩,点,点
忏	点2,点,竖,撇,横,竖
忐	竖,横,横,点2,斜钩|卧钩,点,点
忑	横,竖,点,点2,斜钩|卧钩,点,点
忒	横,点2,斜钩|卧钩,点,点,斜钩|卧钩,点
忖	点2,点,竖,横,竖钩,点
志	横,竖,横,点2,斜钩|卧钩,点,点
忘	点,横,竖弯,点2,斜钩|卧钩,点,点
忙	点2,点,竖,点,横,竖弯
忝	横,横,撇,捺,竖钩,点2,点,点
忞	
忠	竖,横折,横,竖,点2,斜钩|卧钩,点,点
忡	点2,点,竖,竖,横折,横,竖
忤	点2,点,竖,撇,横,横,竖
忧	点2,点,竖,横,撇,竖弯钩,点
忪	点2,点,竖,撇,捺,撇折,点
快	点2,点,竖,横折,横,撇,捺
忭	点2,点,竖,点,横,竖,点
忮	点2,点,竖,横,竖,横撇|横钩,捺
忱	点2,点,竖,点2,横撇|横钩,撇,竖弯钩
忳	
念	撇,捺,点,横撇|横钩,点2,斜钩|卧钩,点,点
忸	点2,点,竖,横折,竖,横,横
忺	
忻	点2,点,竖,撇,撇,横,竖
忽	撇,横折钩,撇,撇,点2,斜钩|卧钩,点,点
忾	点2,点,竖,撇,横,横,横斜钩
忿	撇,捺,横折钩,撇,点2,斜钩|卧钩,点,点
怀	点2,点,竖,横,撇,竖,点
态	横,撇,捺,点,点2,斜钩|卧钩,点,点
怂	撇,点,撇,捺,点2,斜钩|卧钩,点,点
怃	点2,点,竖,横,横,撇,竖弯钩
怄	点2,点,竖,横,撇,点,竖弯
怅	点2,点,竖,撇,横,竖提,捺
怆	点2,点,竖,撇,捺,横折钩,竖弯钩
怊	点2,点,竖,横折钩,撇,竖,横折,横
怍	点2,点,竖,撇,横,竖,横,横
怎	撇,横,竖,横,横,点2,斜钩|卧钩,点,点
怏	点2,点,竖,竖,横折,横,撇,捺
怒	撇点,撇,横,横撇|横钩,捺,点2,斜钩|卧钩,点,点
怔	点2,点,竖,横,竖,横,竖,横
怕	点2,点,竖,撇,竖,横折,横,横
怖	点2,点,竖,横,撇,竖,横折钩,竖
怙	点2,点,竖,横,竖,竖,横折,横
怛	点2,点,竖,竖,横折,横,横,横
怜	点2,点,竖,撇,捺,点,横撇|横钩,点
思	竖,横折,横,竖,横,点2,斜钩|卧钩,点,点
怠	撇折,点,竖,横折,横,点2,斜钩|卧钩,点,点
怡	点2,点,竖,撇折,点,竖,横折,横
急	撇,横撇|横钩,横折,横,横,点2,斜钩|卧钩,点,点
怦	点2,点,竖,横,点,撇,横,竖
性	点2,点,竖,撇,横,横,竖,横
怨	撇,横撇|横钩,点,横折钩,竖弯钩,点2,斜钩|卧钩,点,点
怩	点2,点,竖,横折,横,撇,撇,竖弯钩
怪	点2,点,竖,横撇|横钩,捺,横,竖,横
怫	点2,点,竖,横折,横,竖折折钩,撇,竖
怯	点2,点,竖,横,竖,横,撇折,点
怵	点2,点,竖,横,竖,撇,捺,点
总	点,撇,竖,横折,横,点2,斜钩|卧钩,点,点
怼	横撇|横钩,点,横,竖钩,点,点2,斜钩|卧钩,点,点
怿	点2,点,竖,横撇|横钩,捺,横,横,竖
恁	撇,竖,撇,横,竖,横,点2,斜钩|卧钩,点,点
恂	点2,点,竖,撇,横折钩,竖,横折,横,横
恃	点2,点,竖,横,竖,横,横,竖钩,点
恋	点,横,竖,竖,撇,点,点2,斜钩|卧钩,点,点
恍	点2,点,竖,竖,点,撇,横,撇,竖弯钩
恐	横,竖,提,撇,横斜钩,点,点2,斜钩|卧钩,点,点
恒	点2,点,竖,横,竖,横折,横,横,横
恓	
恔	
恕	撇点,撇,横,竖,横折,横,点2,斜钩|卧钩,点,点
恙	点,撇,横,横,竖,横,点2,斜钩|卧钩,点,点
恚	横,竖,横,横,竖,横,点2,斜钩|卧钩,点,点
恝	横,横,横,竖,横折钩,撇,点2,斜钩|卧钩,点,点
恢	点2,点,竖,横,撇,点2,撇,撇,捺
恣	点,提,撇,横撇|横钩,撇,捺,点2,斜钩|卧钩,点,点
恤	点2,点,竖,撇,竖,横折,竖,竖,横
恧	横,撇,竖,横折钩,竖,竖,点2,斜钩|卧钩,点,点
恨	点2,点,竖,横折,横,横,竖提,撇,捺
恩	竖,横折,横,撇,点,横,点2,斜钩|卧钩,点,点
恪	点2,点,竖,撇,横撇|横钩,捺,竖,横折,横
恫	点2,点,竖,竖,横折钩,横,竖,横折,横
恬	点2,点,竖,撇,横,竖,竖,横折,横
恭	横,竖,竖,横,撇,捺,竖钩,点2,点,点
息	撇,竖,横折,横,横,横,点2,斜钩|卧钩,点,点
恰	点2,点,竖,撇,捺,横,竖,横折,横
恳	横折,横,横,竖提,撇,捺,点2,斜钩|卧钩,点,点
恶	横,竖,竖,点,撇,横,点2,斜钩|卧钩,点,点
恸	点2,点,竖,横,横,撇折,点,横折钩,撇
恹	点2,点,竖,横,撇,横,撇,捺,点
恺	点2,点,竖,竖,竖弯,竖,横折,横,竖弯钩
恻	点2,点,竖,竖,横折,撇,点,竖,竖钩
恼	点2,点,竖,点,横,撇,点,竖弯,竖
恽	点2,点,竖,点2,横撇|横钩,横,撇折,横,竖
恿	横撇|横钩,点,竖,横折钩,横,横,竖,点2,斜钩|卧钩,点,点
悃	点2,点,竖,竖,横折,横,竖,撇,点,横
悄	点2,点,竖,竖,点,撇,竖,横折钩,横,横
悆	
悈	
悉	撇,点,撇,横,竖,撇,捺,点2,斜钩|卧钩,点,点
悌	点2,点,竖,点,撇,横折,横,竖折折钩,竖,撇
悍	点2,点,竖,竖,横折,横,横,横,横,竖
悒	点2,点,竖,竖,横折,横,横折,竖,横,竖弯钩
悔	点2,点,竖,撇,横,竖弯,横折钩,点,横,点
悖	点2,点,竖,横,竖,点2,横撇|横钩,横撇|横钩,竖钩,横
悚	点2,点,竖,横,竖,横折,横,竖,撇,捺
悛	点2,点,竖,撇折,点,撇,点,撇,横撇|横钩,捺
悝	点2,点,竖,竖,横折,横,横,竖,横,横
悟	点2,点,竖,横,竖,横折,横,竖,横折,横
悠	撇,竖,竖,撇,横,撇,捺,点2,斜钩|卧钩,点,点
悢	
患	竖,横折,横,竖,横折,横,竖,点2,斜钩|卧钩,点,点
悦	点2,点,竖,点,撇,竖,横折,横,撇,竖弯钩
您	撇,竖,撇,横撇|横钩,竖钩,撇,点,点2,斜钩|卧钩,点,点
悫	横,竖,横,点2,横撇|横钩,撇,横斜钩,点2,斜钩|卧钩,点,点
悬	竖,横折,横,横,横,撇折,点,点2,斜钩|卧钩,点,点
悭	点2,点,竖,竖,竖,横撇|横钩,捺,横,竖,横
悯	点2,点,竖,点,竖,横折钩,点,横,撇,点
悰	
悱	点2,点,竖,竖,横,横,横,竖,横,横,横
悲	竖,横,横,横,竖,横,横,横,点2,斜钩|卧钩,点,点
悴	点2,点,竖,点,横,撇,点,撇,点,横,竖
悸	点2,点,竖,撇,横,竖,撇,捺,横撇|横钩,竖钩,横
悻	点2,点,竖,横,竖,横,点,撇,横,横,竖
悼	点2,点,竖,竖,横,竖,横折,横,横,横,竖
情	点2,点,竖,横,横,竖,横,竖,横折钩,横,横
惆	点2,点,竖,撇,横折钩,横,竖,横,竖,横折,横
惇	点2,点,竖,点,横,竖,横折,横,横撇|横钩,竖钩,横
惊	点2,点,竖,点,横,竖,横折,横,竖钩,撇,点
惋	点2,点,竖,点,点2,横撇|横钩,撇,横撇|横钩,点,横折钩,竖弯钩
惎	
惑	横,竖,横折,横,提,斜钩|卧钩,撇,点,点2,斜钩|卧钩,点,点
惔	
惕	点2,点,竖,竖,横折,横,横,撇,横折钩,撇,撇
惘	点2,点,竖,竖,横折钩,点,撇,横,点,横,竖弯
惙	
惚	点2,点,竖,撇,横折钩,撇,撇,点2,斜钩|卧钩,点,点
惛	
惜	点2,点,竖,横,竖,竖,横,竖,横折,横,横
惝	点2,点,竖,竖,点,撇,竖,横折钩,竖,横折,横
惟	点2,点,竖,撇,竖,点,横,横,横,竖,横
惠	横,竖,横折,横,横,竖,横,点,点2,斜钩|卧钩,点,点
惦	点2,点,竖,点,横,撇,竖,横,竖,横折,横
惧	点2,点,竖,竖,横折,横,横,横,横,撇,点
惨	点2,点,竖,撇折,点,横,撇,捺,撇,撇,撇
惩	撇,撇,竖,横,竖,横,竖,横,点2,斜钩|卧钩,点,点
惫	撇,横撇|横钩,捺,竖,横折,横,竖,横,点2,斜钩|卧钩,点,点
惬	点2,点,竖,横,横,点,撇,横,撇,点,竖弯
惭	点2,点,竖,横,撇折,竖,提,撇,撇,横,竖
惮	点2,点,竖,点,撇,竖,横折,横,横,横,竖
惯	点2,点,竖,竖弯,横折,竖,横,竖,横折,撇,点
惰	点2,点,竖,横,撇,横,竖,横,竖,横折钩,横,横
想	横,竖,撇,点,竖,横折,横,横,横,点2,斜钩|卧钩,点,点
惴	点2,点,竖,竖,竖弯,竖,横,撇,竖,横折钩,竖,竖
惶	点2,点,竖,撇,竖,横折,横,横,横,横,竖,横
惹	横,竖,竖,横,撇,竖,横折,横,点2,斜钩|卧钩,点,点
惺	点2,点,竖,竖,横折,横,横,撇,横,横,竖,横
愀	点2,点,竖,撇,横,竖,撇,点,点2,撇,撇,捺
愁	撇,横,竖,撇,点,点2,撇,撇,捺,点2,斜钩|卧钩,点,点
愃	
愆	撇,撇,竖,点,点,提,横,横,竖钩,点2,斜钩|卧钩,点,点
愈	撇,捺,横,竖,横折钩,横,横,竖,竖钩,点2,斜钩|卧钩,点,点
愉	点2,点,竖,撇,捺,横,竖,横折钩,横,横,竖,竖钩
愍	横折,横,竖提,横,斜钩|卧钩,撇,横,撇,捺,点2,斜钩|卧钩,点,点
愎	点2,点,竖,撇,横,竖,横折,横,横,撇,横撇|横钩,捺
意	点,横,点,撇,横,竖,横折,横,横,点2,斜钩|卧钩,点,点
愐	
愔	
愕	点2,点,竖,竖,横折,横,竖,横折,横,横,横,竖折折钩
愚	竖,横折,横,横,竖,横折钩,竖,提,点,点2,斜钩|卧钩,点,点
感	横,撇,横,竖,横折,横,斜钩|卧钩,撇,点,点2,斜钩|卧钩,点,点
愠	点2,点,竖,竖,横折,横,横,竖,横折,竖,竖,横
愣	点2,点,竖,竖,横折,竖,竖,横,点,横,横折钩,撇
愤	点2,点,竖,横,竖,横,竖,竖,竖,横折,撇,点
愦	点2,点,竖,竖,横折,横,竖,横,竖,横折,撇,点
愧	点2,点,竖,撇,竖,横折,横,横,撇,竖弯钩,撇折,点
愫	点2,点,竖,横,横,竖,横,撇折,撇折,点,竖钩,撇,点
愭	
愿	横,撇,撇,竖,横折,横,横,竖钩,撇,点,点2,斜钩|卧钩,点,点
慆	
慈	点,撇,横,撇折,撇折,点,撇折,撇折,点,点2,斜钩|卧钩,点,点
慊	点2,点,竖,点,撇,横,横折,横,横,竖,竖,撇,捺
慌	点2,点,竖,横,竖,竖,点,横,竖弯,撇,竖,竖弯钩
慎	点2,点,竖,横,竖,竖,横折,横,横,横,横,撇,点
慑	点2,点,竖,横,竖,竖,横,横,横,横撇|横钩,点,横撇|横钩,捺
慕	横,竖,竖,竖,横折,横,横,横,撇,捺,竖钩,点2,点,点
慝	横,横,竖,竖,横,撇,竖,横折,横,竖弯,点2,斜钩|卧钩,点,点
慢	点2,点,竖,竖,横折,横,横,竖,横折,竖,竖,横,横撇|横钩,捺
慥	
慧	横,横,横,竖,横,横,横,竖,横折,横,横,点2,斜钩|卧钩,点,点
慨	点2,点,竖,横折,横,横,竖提,点,横,撇折,撇,竖弯钩
慬	
慭	
慰	横折,横,撇,横,横,竖钩,撇,点,横,竖钩,点,点2,斜钩|卧钩,点,点
慵	点2,点,竖,点,横,撇,横折,横,横,竖,横折钩,横,横,竖
慷	点2,点,竖,点,横,撇,横折,横,横,竖钩,点,提,撇,捺
憋	点,撇,竖,横折钩,竖,撇,点,撇,横,撇,捺,点2,斜钩|卧钩,点,点
憎	点2,点,竖,点,撇,竖,横折,竖,点,撇,横,竖,横折,横,横
憔	点2,点,竖,撇,竖,点,横,横,横,竖,横,点2,点,点,点
憕	
憙	
憧	点2,点,竖,点,横,点,撇,横,竖,横折,横,横,竖,横,横
憨	横撇|横钩,横,竖,竖,横,横,提,撇,横,撇,捺,点2,斜钩|卧钩,点,点
憩	撇,横,竖,竖,横折,横,撇,竖,横折,横,横,横,点2,斜钩|卧钩,点,点
憬	点2,点,竖,竖,横折,横,横,点,横,竖,横折,横,竖钩,撇,点
憭	
憷	点2,点,竖,横,竖,撇,点,横,竖,撇,点,横撇|横钩,竖,横,撇,捺
憺	
憾	点2,点,竖,横,撇,横,竖,横折,横,斜钩|卧钩,撇,点,点2,斜钩|卧钩,点,点
懂	点2,点,竖,横,竖,竖,撇,横,竖,横折,横,横,竖,横,横
懈	点2,点,竖,撇,横撇|横钩,撇,横折钩,横,横,竖,横折钩,撇,撇,横,横,竖
懊	点2,点,竖,撇,竖,横折,点,撇,横,竖,撇,点,横,撇,捺
懋	横,竖,撇,点,横撇|横钩,点,横撇|横钩,竖钩,撇,横,竖,撇,捺,点2,斜钩|卧钩,点,点
懑	点,点,提,横,竖,竖,横,竖,横折钩,撇,点,撇,点,点2,斜钩|卧钩,点,点
懒	点2,点,竖,横,竖,横折,横,竖,撇,点,撇,横撇|横钩,竖,横折,撇,点
懔	点2,点,竖,点,横,竖,横折,竖,横折,横,横,横,横,竖钩,撇,点
懦	点2,点,竖,横,点2,横撇|横钩,竖,点,点,点,点,横,撇,竖,横折钩,竖,竖
懵	点2,点,竖,横,竖,竖,竖,横折,竖,竖,横,点2,横撇|横钩,竖,横折,横,横,横
懿	横,竖,横,点2,横撇|横钩,横,竖,横折,横,点,撇,提,点,提,撇,横撇|横钩,撇,捺,点2,斜钩|卧钩,点,点
戆	点,横,点,撇,横,竖,横折,横,横,横,竖,撇,横撇|横钩,捺,横,竖,横,竖,横折,撇,点,点2,斜钩|卧钩,点,点
戈	横,斜钩|卧钩,撇,点
戊	横,撇,斜钩|卧钩,撇,点
戋	横,横,斜钩|卧钩,撇,点
戌	横,撇,横,斜钩|卧钩,撇,点
戍	横,撇,点,斜钩|卧钩,撇,点
戎	横,横,撇,斜钩|卧钩,撇,点
戏	横撇|横钩,点,横,斜钩|卧钩,撇,点
成	横,撇,横折钩,斜钩|卧钩,撇,点
我	撇,横,竖钩,提,斜钩|卧钩,撇,点
戒	横,横,撇,竖,斜钩|卧钩,撇,点
戕	竖弯,竖,横,撇,横,斜钩|卧钩,撇,点
或	横,竖,横折,横,提,斜钩|卧钩,撇,点
戗	撇,点,横折钩,竖弯钩,横,斜钩|卧钩,撇,点
战	竖,横,竖,横折,横,横,斜钩|卧钩,撇,点
戚	横,撇,竖,横,横,竖钩,撇,点,斜钩|卧钩,撇,点
戛	横,撇,竖,横折,横,横,横,横,斜钩|卧钩,撇,点
戟	横,竖,竖,横折,横,横,横,竖,横,斜钩|卧钩,撇,点
