一	横
翕	撇,捺,横,竖,横折,横,横折钩,点,提,横折钩,点,提
𣥂	竖,点,撇
亟	横撇,竖钩,竖,横折,横,横撇,点,横
𠘧	撇,横折弯
㐆	撇,撇,横折,横,横,竖弯钩
𡱒	横折,横,撇,横,竖,竖,横,撇,点
𬛸	撇,竖,横,横折,横,横,横,竖,横
豙	点,横,点,撇,横,撇,弯钩,撇,撇,撇,捺
毋	竖弯,横折钩,撇,横
毌	竖折,横折,竖,横
死	横,撇,横撇,点,撇,竖弯钩
㲎	撇,横,横,竖提,撇,横,横,竖弯钩
敞	竖,点,撇,竖,横折钩,竖,横折,横,撇,横,撇,捺
普	点,撇,横,竖,竖,点,撇,横,竖,横折,横,横
瞿	竖,横折,横,横,横,竖,横折,横,横,横,撇,竖,点,横,横,横,竖,横
乁	横,捺
卂	横斜钩,横,竖
囚	竖,横折,撇,点,横
阞	横撇弯钩,竖,横折钩,撇
弘	横折,横,竖折折钩,撇折,点
四	竖,横折,撇,竖弯,横
乏	撇,点,横撇,捺
写	点,横钩,横,竖折折钩,横
伏	撇,竖,横,撇,捺,点
夅	撇,横撇,捺,横,竖折,竖
名	撇,横撇,点,竖,横折,横
师	竖,撇,横,竖,横折钩,竖
虫	竖,横折,横,竖,横,点
汶	点,点,提,点,横,撇,捺
许	点,横折提,撇,横,横,竖
尽	横折,横,撇,捺,点,点
围	竖,横折,横,横,横折钩,竖,横
条	撇,横撇,捺,横,竖钩,撇,点
闰	点,竖,横折钩,横,横,竖,横
间	点,竖,横折钩,竖,横折,横,横
张	横折,横,竖折折钩,撇,横,竖提,捺
甾	撇点,撇点,撇点,竖,横折,横,竖,横
昊	竖,横折,横,横,横,横,撇,捺
肥	撇,横折钩,横,横,横折,竖,横,竖弯钩
畀	竖,横折,横,竖,横,横,撇,竖
於	点,横,横折钩,撇,撇,捺,点,点
㸒	撇,点,点,撇,撇,横,竖,横
沝	竖钩,横撇,撇,点,竖钩,横撇,撇,捺
𫂱	撇,点,撇,横,竖,撇,点,竖
黾	竖,横折,横,竖,横折,横,横,竖弯钩
鱼	撇,横撇,竖,横折,横,竖,横,横
洰	点,点,提,横,横折,横,竖折
度	点,横,撇,横,竖,竖,横,横撇,捺
勃	横,竖,点,横钩,横撇,竖钩,提,横折钩,撇
巷	横,竖,竖,横,撇,捺,横折,横,竖弯钩
弇	撇,捺,横,竖,横折,横,横,撇,竖
斿	点,横,横折钩,撇,撇,横,横撇,竖钩,横
眇	竖,横折,横,横,横,竖,撇,点,撇
拜	撇,横,横,撇,横,横,横,横,竖
恬	点,点,竖,撇,横,竖,竖,横折,横
盆	撇,捺,横折钩,撇,竖,横折,竖,竖,横
胡	横,竖,竖,横折,横,撇,横折钩,横,横
昬	横折,横,竖提,横,斜钩,竖,横折,横,横
显	竖,横折,横,横,竖,竖,点,撇,横
贱	竖,横折,撇,点,横,横,斜钩,撇,点
叙	撇,点,横,横,竖钩,撇,点,横撇,捺
殷	撇,撇,横折,横,横,横折钩,撇,横折弯,横撇,捺
圂	竖,横折,横,撇,弯钩,撇,撇,撇,捺,横
除	横撇弯钩,竖,撇,捺,横,横,竖钩,撇,点
釜	撇,点,撇,捺,横,横,竖,点,撇,横
骨	竖,横折,横折,点,横钩,竖,横折钩,横,横
宰	点,点,横钩,点,横,点,撇,横,横,竖
𣳾	点,撇,横,横,撇,捺,竖钩,点,提,撇,点
笔	撇,横,点,撇,横,点,撇,横,横,竖弯钩
㓁	点,横钩,撇,点
𢀛	横,竖,横,竖,横折,横
衮	点,横,撇,点,撇折,点,撇,竖提,撇,捺
带	横,竖,竖,竖,点,横钩,竖,横折钩,竖
艳	横,横,横,竖,撇,横撇,横折,竖,横,竖弯钩
𬜯	横,竖,竖,横,竖,横折钩,撇,点,撇,点
莹	横,竖,竖,点,横钩,横,横,竖,横,点
栾	点,横,竖,竖,撇,点,横,竖,撇,捺
效	点,横,撇,点,撇,点,撇,横,撇,捺
预	横撇,点,横钩,竖钩,横,撇,竖,横折,撇,点
脩	撇,竖,竖,撇,横撇,捺,竖,横折钩,横,横
桼	横,竖,撇,点,撇,捺,竖钩,点,漆,撇,点
鹿	点,横,撇,横折,竖,竖,横,横,竖提,撇,竖弯钩
隆	横撇弯钩,竖,撇,横撇,捺,横,撇,横,横,竖,横
屚	横折,横,撇,横,竖,横折钩,竖,点,点,点,点
教	横,竖,横,撇,横撇,竖钩,提,撇,横,撇,捺
婪	横,竖,撇,点,横,竖,撇,捺,撇点,撇,横
猗	撇,弯钩,撇,横,撇,点,横,竖,横折,横,竖钩
莽	横,竖,竖,横,撇,捺,点,横,撇,竖
崇	竖,竖弯,竖,点,点,横钩,横,横,竖钩,撇,点
患	竖,横折,横,竖,横折,横,竖,点,卧钩,点,点
羕	点,撇,横,横,竖,横,点,横折钩,横撇,撇,捺
萦	横,竖,竖,点,横钩,撇折,撇折,点,竖钩,撇,点
萧	横,竖,竖,横折,横,横,竖,撇,竖,撇,点
敛	撇,点,横,点,点,撇,提,撇,横,撇,捺
维	撇折,撇折,提,撇,竖,点,横,横,横,竖,横
琶	横,横,竖,横,横,横,竖,横,横折,竖,横,竖弯钩
替	横,横,撇,点,横,横,撇,捺,竖,横折,横,横
路	竖,横折,横,竖,横,竖,提,撇,横撇,捺,竖,横折,横
舄	撇,竖,横,横折,横,横,撇,横折钩,点,点,点,点
覃	横,竖,横折,竖,竖,横,竖,横折,横,横,横,竖
稍	撇,横,竖,撇,点,竖,点,撇,竖,横折钩,横,横
孱	横折,横,撇,横撇,竖钩,横,横撇,竖钩,提,横撇,竖钩,横
尌	横,竖,横,竖,横折,横,点,撇,提,横,竖钩,点
豊	竖,横折,横,竖,竖,横,横,竖,横折,横,点,撇,横
零	横,点,横钩,竖,点,点,点,点,撇,捺,点,横撇,点
廉	点,横,撇,点,撇,横,横折,横,横,竖,竖,撇,捺
睢	竖,横折,横,横,横,撇,竖,点,横,横,横,竖,横
频	竖,横,竖,横,竖,撇,撇,横,撇,竖,横折,撇,点
僕	撇,竖,竖,竖,点,撇,横,点,撇,横,横,横,撇,捺
廛	点,横,撇,竖,横折,横,横,竖,横,横,撇,点,横,竖,横
穀	横,竖,横,点,横钩,横,撇,横,竖,撇,点,撇,横折弯,横撇,捺
翰	横,竖,竖,横折,横,横,横,竖,撇,捺,横折钩,点,提,横折钩,点,提
嬴	点,横,竖弯,竖,横折,横,撇,横折钩,横,横,撇点,撇,横,撇,横斜钩,点
韰	竖,横,撇,横撇,点,横撇,捺,竖,横,横,横,竖,横,横,横,横
罽	竖,横折,竖,竖,横,横,撇,点,撇,撇,点,点,撇,撇,点,竖,竖钩
糞	点,撇,横,竖,撇,捺,竖,横折,横,竖,横,横,竖,竖,横,撇,点
龠	撇,捺,横,竖,横折,横,竖,横折,横,竖,横折,横,竖,横折钩,横,竖,竖
雚	横,竖,竖,竖,横折,横,竖,横折,横,撇,竖,点,横,横,竖,横
澋	点,点,提,竖,横折,横,横,点,横,竖,横折,横,竖钩,撇,点
霸	横,点,横钩,竖,点,点,点,点,横,竖,竖,横,竖,横折,横,横,竖,撇,横折钩,横,横
汤	点,点,提,横折折折钩,撇,撇
闷	点,竖,横折钩,点,卧钩,点,点
局	横折,横,撇,横折钩,竖,横折,横
炏	点,撇,撇,点,点,撇,撇,捺
昱	竖,横折,横,横,点,横,点,撇,横
𭣦	撇,横撇,横折,横,横,撇,横,撇,捺
昫	竖,横折,横,横,撇,横折钩,竖,横折,横
昭	竖,横折,横,横,横折钩,撇,竖,横折,横
退	横折,横,横,竖提,撇,点,点,横折折撇,捺
扇	点,横折,横,撇,横折钩,点,提,横折钩,点,提
能	撇折,点,竖,横折钩,横,横,撇,竖弯钩,撇,竖弯钩
巸	横,竖,竖,横折,横,竖,竖折,横折,横,竖弯钩
悤	撇,竖,横折,撇,横撇,点,横,点,卧钩,点,点
然	撇,横撇,点,点,横,撇,捺,点,点,点,点,点
焱	点,撇,撇,捺,点,撇,撇,点,点,撇,撇,捺
豩	横,撇,弯钩,撇,撇,撇,点,横,撇,弯钩,撇,撇,撇,捺
艹	横,竖,竖
熱	横,竖,横,撇,点,横,竖,提,撇,横斜钩,点,点,点,点,点
𦥑	撇,竖,横,横折,横,横,横
𤍾	横,竖,撇,点,横,竖,撇,点,横,撇,捺,点,撇,撇,点
友	横,撇,横撇,捺
𡬠	横折,横,横,竖提,点,横,竖钩,点
㸚	撇,点,撇,点,撇,点,撇,捺
片	撇,竖,横,横折
牪	撇,横,竖,提,撇,横,横,竖
强	横折,横,竖折折钩,竖,横折,横,竖,横折,横,竖,横,点
雔	撇,竖,点,横,横,横,竖,横,撇,竖,点,横,横,横,竖,横
守	点,点,横钩,横,竖钩,点
讠	点,横折提
孙	横撇,竖钩,提,竖钩,撇,点
坒	横,竖提,撇,竖弯钩,横,竖,横
弥	横折,横,竖折折钩,撇,横钩,竖钩,撇,点
袁	横,竖,横,竖,横折,横,撇,竖提,撇,捺
充	点,横,撇折,点,撇,竖弯钩
秀	撇,横,竖,撇,捺,横折折折钩,撇
邪	横,撇折,竖钩,撇,横撇弯钩,竖
进	横,横,撇,竖,点,横折折撇,捺
玨	横,横,竖,提,横,横,竖,横
泉	撇,竖,横折,横,横,竖钩,横撇,撇,捺
𡿺	撇点,撇点,撇点,撇,竖,横折,撇,点,横
流	点,点,提,点,横,撇折,点,撇,竖,竖弯钩
粲	竖,横,撇,横撇,点,横撇,点,点,撇,横,竖,撇,捺
瑟	横,横,竖,横,横,横,竖,横,点,卧钩,点,撇,点
艹	横,竖,竖,横
鬳	竖,横,横钩,撇,横,竖弯钩,横,竖,横折,横,竖,横折钩,点,撇,横,竖
匹	横,撇,竖弯钩,竖折
男	竖,横折,横,竖,横,横折钩,撇
𫲽	点,点,横钩,点,卧钩,点,点
佘	撇,捺,横,横,竖钩,撇,点
𤴔	横撇,竖,横,竖,提
𠤕	撇,竖弯钩,撇,横,横,撇,捺
疒	点,横,撇,点,提
恝	横,横,横,竖,横折钩,撇,点,卧钩,点,点
𦙲	横折钩,撇,竖,横折,横,竖,横折钩,撇,点,撇,点
隐	横撇弯钩,竖,撇,横撇,横折,横,横,点,卧钩,点,点
嵒	竖,横折,横,竖,横折,横,竖,横折,横,竖,竖折,竖
斑	横,横,竖,提,点,横,撇,点,横,横,竖,横
殿	横折,横,撇,横,竖,竖,横,撇,点,撇,横折弯,横撇,捺
鲜	撇,横撇,竖,横折,横,竖,横,提,点,撇,横,横,横,竖
癶	横撇,点,撇,撇,捺
夲	横,撇,捺,横,竖
㿟	撇,竖,横折,横,横,撇,竖,横折,横,横
夃	撇,横折折折钩,横撇,点
圤	横,竖,提,竖,点
舟	撇,撇,横折钩,点,横,点
酓	撇,捺,点,横撇,横,竖,横折,撇,竖弯,横,横
𥃭	横,竖,竖,横折,横,横,横
坴	横,竖,横,撇,点,横,竖,横
睪	竖,横折,竖,竖,横,横,竖,横,点,撇,横,横,竖
𣦵	竖,横,竖,横折钩,横
𥃦	撇,捺,竖,横折,横,横,横
𦭝	横,竖,横,竖,竖,横折,竖,竖,横
舜	撇,点,点,撇,点,横钩,撇,横撇,点,横,撇折,竖
鼓	横,竖,横,竖,横折,横,点,撇,提,横,竖,横撇,捺
䀠	竖,横折,横,横,横,竖,横折,横,横,横
仝	撇,捺,横,竖,横
囟	撇,竖,横折,撇,点,横
芒	横,竖,竖,点,横,竖折
毒	横,横,竖,横,竖折,横折钩,点,横,点
珀	横,横,竖,提,撇,竖,横折,横,横
炭	竖,竖弯,竖,横,撇,点,撇,撇,捺
砳	横,撇,竖,横折,横,横,撇,竖,横折,横
桀	撇,横撇,点,横,撇折,竖,横,竖,撇,捺
殸	横,竖,横,横折,竖,横,撇,撇,横折弯,横撇,捺
渠	点,点,提,横,横折,横,竖折,横,竖,撇,捺
礻	点,横撇,竖,点
阝	横撇弯钩,竖
羔	点,撇,横,横,竖,横,点,点,点,点
禸	竖,横折钩,撇折,点
急	撇,横撇,横折,横,横,点,卧钩,点,点
畟	竖,横折,横,竖,横,撇,点,撇,横撇,捺
㣎	撇,竖,横折,横,横,竖,撇,点,撇,撇,撇
巧	横,竖,提,横,竖折折钩
鸟	撇,横折钩,点,竖折折钩,横
缶	撇,横,横,竖,竖折,竖
囱	撇,竖,横折,撇,横撇,点,横
规	横,横,撇,点,竖,横折,撇,竖弯钩
㼌	撇,撇,竖提,点,点,撇,撇,竖提,点,捺
悉	撇,点,撇,横,竖,撇,捺,点,卧钩,点,点
亇	撇,横钩,竖钩
竹	撇,横,竖,撇,横,竖钩
叵	横,竖,横折,横,竖折
边	横折钩,撇,点,横折折撇,捺
邛	横,竖,提,横撇弯钩,竖
肋	撇,横折钩,横,横,横折钩,撇
扣	横,竖钩,提,竖,横折,横
笓	撇,横,点,撇,横,点,横,竖提,撇,竖弯钩
均	横,竖,提,撇,横折钩,点,提
把	横,竖钩,提,横折,竖,横,竖弯钩
巫	横,竖,撇,点,撇,点,横
快	点,点,竖,横折,横,撇,捺
㧜	横,竖钩,提,横,竖,横折钩,竖,竖折
泊	点,点,提,撇,竖,横折,横,横
𥃲	竖,横折,横,横,横,横,撇,竖
择	横,竖钩,提,横撇,捺,横,横,竖
𮅕	撇,横,点,撇,横,点,竖,横折,横,横,横,横,撇,捺
钱	撇,横,横,横,竖提,横,横,斜钩,撇,点
逢	撇,横撇,捺,横,横,横,竖,点,横折折撇,捺
兜	撇,竖,横折,横,横,撇,竖提,横折,横,撇,竖弯钩
戍	横,撇,点,斜钩,撇,点
移	撇,横,竖,撇,点,撇,横撇,点,撇,横撇,点
断	点,撇,横,竖,撇,点,竖折,撇,撇,横,竖
盙	横,竖,横折,横,横,竖,点,竖,横折,竖,竖,横
牌	撇,竖,横,横折,撇,竖,横折,横,横,撇,横,竖
𤿺	横,竖,竖,横,横,横,撇,点,横钩,撇,竖,横撇,捺
溥	点,点,提,横,竖,横折,横,横,竖,点,横,竖钩,点
㨨	横,竖钩,提,撇,竖提,点,横折钩,撇,竖,横折,横,竖,横
耤	横,横,横,竖,撇,点,横,竖,竖,横,竖,横折,横,横
𣦼	竖,横,撇,横撇,点,横撇,捺
巜	撇点,撇点
昝	撇,横撇,捺,竖,点,竖,横折,横,横
𤰇	横,竖,竖,横,撇,竖,横折钩,横,横,竖
絭	点,撇,横,横,撇,捺,撇折,撇折,点,竖钩,撇,点
敏	撇,横,竖折,横折钩,点,横,点,撇,横,撇,捺
殹	横,撇,横,横,撇,点,竖折,撇,横折弯,横撇,捺
系	撇,撇折,撇折,点,竖钩,撇,点
縣	竖,横折,横,横,横,横,竖钩,撇,点,撇,撇折,撇折,点,竖钩,撇,点
纟	撇折,撇折,提
色	撇,横撇,横折,竖,横,竖弯钩
妥	撇,点,点,撇,撇点,撇,横
㢆	点,横,撇,竖,横折,横,横,竖,横,横
宿	点,点,横钩,撇,竖,横,撇,竖,横折,横,横
遣	竖,横折,横,竖,横,竖,横折,横,横折,横,点,横折折撇,捺
𠅇	点,撇,横,点,横,竖折
惟	点,点,竖,撇,竖,点,横,横,横,竖,横
剡	点,撇,撇,点,点,撇,撇,点,竖,竖钩
羴	点,撇,横,横,横,竖,点,撇,横,横,横,撇,点,撇,横,横,横,竖
习	横折钩,点,提
𦓐	撇,竖,横折钩,竖,竖
耒	横,横,横,竖,撇,捺
憂	横,撇,竖,横折,横,横,点,横钩,点,卧钩,点,点,撇,横撇,捺
磨	点,横,撇,横,竖,撇,点,横,竖,撇,捺,横,撇,竖,横折,横
乑	横,撇,撇,竖,撇,捺
总	点,撇,竖,横折,横,点,卧钩,点,点
肉	竖,横折钩,撇,点,撇,点
匈	撇,横折钩,撇,点,竖,竖
䏍	撇折,点,竖,横折钩,横,横
𫧇	撇,竖弯钩,撇,竖弯钩
却	横,竖,横,撇折,点,横折钩,竖
𡕙	撇,横撇,捺,撇,横折钩,横,横
尿	横折,横,撇,竖钩,横撇,撇,捺
贰	横,横,横,竖,横折,撇,点,斜钩,点
旅	点,横,横折钩,撇,撇,横,撇,竖提,撇,捺
䧹	点,横,撇,撇,竖,撇,竖,点,横,横,横,竖,横
戕	竖弯,竖,横,撇,横,斜钩,撇,点
𠫔	横,撇折,点
㐄	横,撇折,竖
卌	横,撇,竖,竖,竖
首	点,撇,横,撇,竖,横折,横,横,横
氾	点,点,提,横折钩,竖弯钩
仕	撇,竖,横,竖,横
印	撇,竖提,横,横折钩,竖
汒	点,点,提,点,横,竖折
在	横,撇,竖,横,竖,横
江	点,点,提,横,竖,横
仲	撇,竖,竖,横折,横,竖
茾	横,竖,竖,横,横,撇,竖
存	横,撇,竖,横撇,竖钩,横
巟	点,横,竖折,撇,竖,竖弯钩
𣎾	点,横钩,横,竖,撇,捺
𠕽	点,横钩,竖钩,横撇,撇,捺
阴	横撇弯钩,竖,撇,横折钩,横,横
红	撇折,撇折,提,横,竖,横
纣	撇折,撇折,提,横,竖钩,点
何	撇,竖,横,竖,横折,横,竖钩
狄	撇,弯钩,撇,点,撇,撇,捺
位	撇,竖,点,横,点,撇,横
旲	竖,横折,横,横,横,撇,捺
犾	撇,弯钩,撇,横,撇,捺,点
犹	撇,弯钩,撇,横,撇,竖弯钩,点
纯	撇折,撇折,提,横,竖折,竖,竖弯钩
𦬫	横,竖,横,竖,横,撇,捺,点
刺	横,竖,横折钩,竖,撇,点,竖,竖钩
的	撇,竖,横折,横,横,撇,横折钩,点
姑	撇点,撇,横,横,竖,竖,横折,横
囷	竖,横折,撇,横,竖,撇,点,横
河	点,点,提,横,竖,横折,横,竖钩
服	撇,横折钩,横,横,横折钩,竖,横撇,捺
拔	横,竖钩,提,横,撇,横撇,捺,点
宕	点,点,横钩,横,撇,竖,横折,横
孤	横撇,竖钩,提,撇,撇,竖提,点,捺
沮	点,点,提,竖,横折,横,横,横
泙	点,点,提,横,点,撇,横,竖
帖	竖,横折钩,竖,竖,横,竖,横折,横
洛	点,点,提,撇,横撇,捺,竖,横折,横
律	撇,撇,竖,横折,横,横,横,横,竖
突	点,点,横钩,撇,点,横,撇,捺,点
匍	撇,横折钩,横,竖,横折钩,横,横,竖,点
重	撇,横,竖,横折,横,横,竖,横,横
皅	撇,竖,横折,横,横,横折,竖,横,竖弯钩
俊	撇,竖,撇折,点,撇,点,撇,横撇,捺
冠	点,横钩,横,横,撇,竖弯钩,横,竖钩,点
将	点,提,竖,撇,横撇,点,横,竖钩,点
派	点,点,提,撇,撇,撇,竖提,撇,捺
浪	点,点,提,点,横折,横,横,竖提,撇,捺
冡	点,横钩,横,横,撇,弯钩,撇,撇,撇,捺
祘	横,横,竖钩,撇,点,横,横,竖钩,撇,点
竘	点,横,点,撇,提,撇,横折钩,竖,横折,横
倩	撇,竖,横,横,竖,横,竖,横折钩,横,横
萠	横,竖,竖,撇,横折钩,横,横,撇,横折钩,横,横
捕	横,竖钩,提,横,竖,横折钩,横,横,竖,点
浦	点,点,提,横,竖,横折钩,横,横,竖,点
烝	横撇,竖钩,横撇,撇,捺,横,点,点,点,点
倍	撇,竖,点,横,点,撇,横,竖,横折,横
𬶀	撇,横撇,竖,横折,横,竖,横,提,竖,竖钩
部	点,横,点,撇,横,竖,横折,横,横撇弯钩,竖
焊	点,撇,撇,点,竖,横折,横,横,横,横,竖
疏	横撇,竖,横,竖,提,点,横,撇折,点,撇,竖,竖弯钩
𫔴	竖,点,横折钩,撇,竖,点,横,横,横,竖,横
寇	点,点,横钩,横,横,撇,竖弯钩,竖,横,横撇,点
谒	点,横折提,竖,横折,横,横,撇,横折钩,撇,点,竖折
惢	点,卧钩,点,点,点,卧钩,点,点,点,卧钩,点,点
甤	横,撇,弯钩,撇,撇,撇,捺,撇,横,横,竖,横
温	点,点,提,竖,横折,横,横,竖,横折,竖,竖,横
缊	撇折,撇折,提,竖,横折,横,横,竖,横折,竖,竖,横
戢	竖,横折,横,横,竖,竖,横,横,提,斜钩,撇,点
媷	撇点,撇,横,横,撇,横,横,竖提,撇,捺,横,竖钩,点
微	撇,撇,竖,竖,竖弯,竖,横,撇,横折提,撇,横,撇,捺
𠂤	撇,竖,横折,横,横折,横
𩐁	横,撇,横撇,点,竖,横,横,横,竖,横,横,横,横
新	点,横,点,撇,横,横,竖钩,撇,点,撇,撇,横,竖
遠	横,竖,横,竖,横折,横,撇,竖,撇,点,点,横折折撇,捺
漂	点,点,提,横,竖,横折,竖,竖,横,横,横,竖钩,撇,点
臺	横,竖,竖,横,竖,横,竖,横折,横,点,横钩,横,撇折,点,横,竖,横
槀	点,横,竖,横折,横,竖,横折钩,竖,横折,横,横,竖,撇,捺
臧	横,撇,竖折,横,撇,横,竖,横折,横,竖,竖弯,斜钩,撇,点
貌	撇,点,点,撇,弯钩,撇,撇,撇,竖,横折,横,横,撇,竖弯钩
耦	横,横,横,竖,撇,点,竖,横折,横,横,竖,横折钩,竖,提,点
黎	撇,横,竖,撇,点,撇,横折钩,撇,撇,捺,竖钩,点,提,撇,点
皛	撇,竖,横折,横,横,撇,竖,横折,横,横,撇,竖,横折,横,横
滕	撇,横折钩,横,横,点,撇,横,横,撇,捺,竖钩,点,提,撇,点
摩	点,横,撇,横,竖,撇,点,横,竖,撇,捺,撇,横,横,竖钩
潘	点,点,提,撇,点,撇,横,竖,撇,捺,竖,横折,横,竖,横
澡	点,点,提,竖,横折,横,竖,横折,横,竖,横折,横,横,竖,撇,捺
衡	撇,撇,竖,撇,横撇,竖,横折,横,竖,横,横,撇,点,横,横,竖钩
遽	竖,横,横钩,撇,横,竖弯钩,横,撇,弯钩,撇,撇,撇,点,点,横折折撇,捺
繁	撇,横,竖折,横折钩,点,横,点,撇,横,撇,捺,撇折,撇折,点,竖钩,撇,点
醮	横,竖,横折,撇,竖弯,横,横,撇,竖,点,横,横,横,竖,横,点,点,点,点
靡	点,横,撇,横,竖,撇,点,横,竖,撇,捺,竖,横,横,横,竖,横,横,横
虍	竖,横,横钩,撇,横,竖弯钩
䖝	撇,竖,横折,横,竖,提,点
饣	撇,横钩,竖提
㞢	竖折,竖,竖,横
𠣜	撇,横折钩,竖,横折,横,竖,提,点
劫	横,竖,横,撇折,点,横折钩,撇
羌	点,撇,横,横,横,撇,竖弯钩
科	撇,横,竖,撇,点,点,点,横,竖
䖭	点,撇,横,横,撇,捺,竖,横折,横,竖,提,点
赦	横,竖,横,撇,竖钩,撇,点,撇,横,撇,捺
䖵	竖,横折,横,竖,提,点,竖,横折,横,竖,提,点
亍	横,横,竖钩
钅	撇,横,横,横,竖提
𩵋	撇,横撇,竖,横折,横,竖,横,横,撇,点
壮	点,提,竖,横,竖,横
库	点,横,撇,横,撇折,横,竖
卦	横,竖,横,横,竖,提,竖,点
背	竖,横,提,撇,竖弯钩,竖,横折钩,横,横
席	点,横,撇,横,竖,竖,横,竖,横折钩,竖
奭	横,横,撇,竖,横折,横,横,横,撇,竖,横折,横,横,撇,捺
攀	横,竖,撇,点,撇,点,撇,点,横,竖,撇,点,横,撇,捺,撇,横,横,竖钩
𠁤	竖,横折,撇,竖弯,横
𭷔	横折钩,撇,撇,横,横,竖
巂	竖,竖折,竖,撇,竖,点,横,横,横,竖,横,竖,横折钩,撇,竖弯,竖,横折,横
狂	撇,弯钩,撇,横,横,竖,横
宜	点,点,横钩,竖,横折,横,横,横
虐	竖,横,横钩,撇,横,竖弯钩,横,竖弯,横
彦	点,横,点,撇,横,撇,撇,撇,撇
迷	点,撇,横,竖,撇,点,点,横折折撇,捺
𥁑	点,卧钩,点,点,撇,竖,横折,竖,竖,横
剪	点,撇,横,竖,横折钩,横,横,竖,竖钩,横折钩,撇
献	横,竖,竖,横折钩,点,撇,横,横,竖,横,撇,捺,点
豸	撇,点,点,撇,弯钩,撇,撇
皃	撇,竖,横折,横,横,撇,竖弯钩
𠀐	竖,横折,横,竖,横
庚	点,横,撇,横折,横,横,撇,捺
负	撇,横撇,竖,横折,撇,点
雁	横,撇,撇,竖,撇,竖,点,横,横,横,竖,横
兟	撇,横,竖,横,撇,竖提,撇,横,竖,横,撇,竖弯钩
斌	点,横,撇,点,横,横,竖,横,竖,提,斜钩,点
龰	竖,横,撇,捺
戉	横,竖提,斜钩,撇,点
𧾷	竖,横折,横,竖,横,竖,提
迁	撇,横,竖,点,横折折撇,捺
忌	横折,横,竖弯钩,点,卧钩,点,点
沓	竖钩,横撇,撇,捺,竖,横折,横,横
质	撇,撇,横,竖,竖,横折,撇,点
䓣	横,竖,竖,横,竖,横折钩,竖,撇,捺,撇,捺
著	横,竖,竖,横,竖,横,撇,竖,横折,横,横
蔺	横,竖,竖,点,竖,横折钩,撇,竖,点,横,横,横,竖,横
巤	撇点,撇点,撇点,竖,横折,撇,点,横,竖提,点,点,竖提,点,点,斜钩
燮	点,横,横,横,竖,横折,横,点,撇,撇,点,点,撇,撇,点,横撇,捺
𦔮	横,竖,竖,横,横,提,竖弯
𡰪	横折,横,撇,竖,横折,横
㒸	点,撇,横,撇,弯钩,撇,撇,撇,捺
𠳋	竖,横折,横,竖,横,竖,横折,横,横折,横
𠫤	撇,点,横,撇,撇折,点
啚	竖,横折,横,横,竖,竖,横折,竖,横折,横,横
聚	横,竖,竖,横,横,提,横撇,点,撇,竖,撇,撇,撇,捺
霝	横,点,横钩,竖,点,点,点,点,竖,横折,横,竖,横折,横,竖,横折,横
豐	横,横,横,竖,竖,横,横,横,竖,竖弯,竖,横,竖,横折,横,点,撇,横
荃	横,竖,竖,撇,捺,横,横,竖,横
𥁓	横,撇,竖,横折,横,竖,横折,竖,竖,横
糜	点,横,撇,横,竖,撇,点,横,竖,撇,捺,点,撇,横,竖,撇,捺
沃	点,点,提,撇,横,撇,捺
鍂	撇,点,横,横,竖,点,撇,提,撇,点,横,横,竖,点,撇,横
吊	竖,横折,横,竖,横折钩,竖
丢	撇,横,竖,横,撇折,点
忒	横,点,卧钩,点,点,斜钩,点
助	竖,横折,横,横,提,横折钩,撇
𫔭	竖,点,横折钩,横,横,撇,竖
哀	点,横,竖,横折,横,撇,竖提,撇,捺
费	横折,横,竖折折钩,撇,竖,竖,横折,撇,点
拿	撇,捺,横,竖,横折,横,撇,横,横,竖钩
龟	撇,横撇,竖,横折,横,横,竖弯钩
狊	竖,横折,横,横,横,横,撇,捺,点
活	点,点,提,撇,横,竖,竖,横折,横
击	横,横,竖,竖弯,竖
𫠥	横,竖,横折钩,撇,点,竖折
𡉼	撇,横,撇,竖,横,竖,横
㚅	撇,横撇,捺,横,撇,横,横,竖,横
迶	横,撇,竖,横折钩,横,横,点,横折折撇,捺
𡭴	竖,撇,点,竖,横折,横,横,竖钩,撇,点
㬎	竖,横折,横,横,撇折,撇折,点,撇折,撇折,点,点,点,点,点
隋	横撇弯钩,竖,横,撇,横,竖,横,竖,横折钩,横,横
𠇍	撇,捺,竖钩,撇,点,点
倠	撇,竖,撇,竖,点,横,横,横,竖,横
𠕒	竖,横折钩,竖,点,提,撇,点
雨	横,竖,横折钩,竖,点,点,点,点
务	撇,横撇,捺,横折钩,撇
沛	点,点,提,横,竖,横折钩,竖
淫	点,点,提,撇,点,点,撇,撇,横,竖,横
䩗	横,竖,竖,横,竖,横折,横,横,竖,撇,横折钩,横,横
貍	撇,点,点,撇,弯钩,撇,撇,竖,横折,横,横,竖,横,横
囬	竖,横折,竖,竖,横,横,横
訇	撇,横折钩,点,横,横,横,竖,横折,横
荐	横,竖,竖,横,撇,竖,横撇,竖钩,横
𭴁	撇,竖弯钩,点,撇,撇,捺
秃	撇,横,竖,撇,捺,撇,横斜钩
猋	横,撇,捺,点,横,撇,点,点,横,撇,捺,点
飞	横斜钩,撇,点
食	撇,捺,点,横折,横,横,竖提,撇,点
殄	横,撇,横撇,点,撇,捺,撇,撇,撇
號	竖,横折,横,横,竖折折钩,竖,横,横钩,撇,横,竖弯钩,撇,横斜钩
